Y1 Y2 Solution1 Solution2 Run Gen Vector
1.2981226599627 0.933709251924493 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 1 7 V4
1.2981226599627 0.933709251924493 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 1 7 V5
0.943598210263349 2.21158410444308 00000170000003e800000356000003e80000000f000000820000005d00000245000000a800000095 0000008c0000006a000000000000000000000062000000000000014b000000000000008000000089 1 8 V1
1.2981226599627 0.933709251924493 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 000001e000000301000003ac00000179000000f500000097000001d80000006100000177000000f5 1 8 V2
1.2981226599627 0.933709251924493 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 0000008c0000006a000000000000000000000062000000000000014b000000000000008000000089 1 8 V3
1.2981226599627 0.933709251924493 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 1 8 V4
1.2981226599627 0.933709251924493 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 1 8 V5
1.08300163716975 1.50250411667344 0000008c0000006a000000000000000000000062000000000000014b000000000000008000000089 000000000000010500000000000000e50000000000000000000000000000000000000028000003e8 1 9 V1
1.26713653477822 1.32157020139519 000001e000000301000003ac00000179000000f500000097000001d80000006100000177000000f5 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 1 9 V2
1.08300163716975 1.50250411667344 0000008c0000006a000000000000000000000062000000000000014b000000000000008000000089 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 1 9 V3
1.2981226599627 0.933709251924493 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 000001e000000301000003ac00000179000000f500000097000001d80000006100000177000000f5 1 9 V4
1.2981226599627 0.933709251924493 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 00000230000002ef000003e3000001fb00000082000001730000026a00000000000001a7000000a0 1 9 V5
0.328026152587877 3.44520187627738 000000000000010500000000000000e50000000000000000000000000000000000000028000003e8 000000000000021000000014000002cc0000000000000014000000000000012b0000000000000000 1 10 V1
1.2981226599627 0.933709251924493 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 000002af000003210000024a000003df000002880000021d000002e8000001ba00000275000000e6 1 10 V2
1.2981226599627 0.933709251924493 000001fe000003e80000031f00000342000001d100000151000000000000013d000001d5000000fb 000001be0000034700000241000002e600000160000001db00000021000002d10000016d00000246 1 10 V3
1.26713653477822 1.32157020139519 000001e000000301000003ac00000179000000f500000097000001d80000006100000177000000f5 000002af000003210000024a000003df000002880000021d000002e8000001ba00000275000000e6 1 10 V4
2.19054490933824 0.812917688779891 00000230000002ef000003e3000001fb00000082000001730000026a00000000000001a7000000a0 00000230000002ef000003e3000001fb00000082000001730000026a00000000000001a7000000a0 1 10 V5
0.255067610159847 3.1469395724823 000000000000021000000014000002cc0000000000000014000000000000012b0000000000000000 0000021b00000198000002a0000002e5000001f4000000f0000001ab0000029a00000136000000fc 1 11 V1
1.37635147880837 1.21658322976529 000002af000003210000024a000003df000002880000021d000002e8000001ba00000275000000e6 0000021b00000198000002a0000002e5000001f4000000f0000001ab0000029a00000136000000fc 1 11 V2
1.2609191139428 1.85956963993315 000001be0000034700000241000002e600000160000001db00000021000002d10000016d00000246 000002af000003210000024a000003df000002880000021d000002e8000001ba00000275000000e6 1 11 V3
1.37635147880837 1.21658322976529 000002af000003210000024a000003df000002880000021d000002e8000001ba00000275000000e6 000001e5000002aa0000036d000001ad000000670000014f00000256000000180000011b000000c3 1 11 V4
2.19054490933824 0.812917688779891 00000230000002ef000003e3000001fb00000082000001730000026a00000000000001a7000000a0 00000230000002ef000003e3000001fb00000082000001730000026a00000000000001a7000000a0 1 11 V5
0.932854039341833 1.54256375239659 0000021b00000198000002a0000002e5000001f4000000f0000001ab0000029a00000136000000fc 0000021b00000198000002a0000002e5000001f4000000f0000001ab0000029a00000136000000fc 1 12 V1
0.932854039341833 1.54256375239659 0000021b00000198000002a0000002e5000001f4000000f0000001ab0000029a00000136000000fc 0000021b00000198000002a0000002e5000001f4000000f0000001ab0000029a00000136000000fc 1 12 V2
1.37635147880837 1.21658322976529 000002af000003210000024a000003df000002880000021d000002e8000001ba00000275000000e6 000002af000003210000024a000003df000002880000021d000002e8000001ba00000275000000e6 1 12 V3
1.3951018577304 1.16337663150075 000001e5000002aa0000036d000001ad000000670000014f00000256000000180000011b000000c3 000001e5000002aa0000036d000001ad000000670000014f00000256000000180000011b000000c3 1 12 V4
2.19054490933824 0.812917688779891 00000230000002ef000003e3000001fb00000082000001730000026a00000000000001a7000000a0 000002ea000003e8000003e80000029d000001e5000002360000000000000291000001b2000001d7 1 12 V5
0.932854039341833 1.54256375239659 0000021b00000198000002a0000002e5000001f4000000f0000001ab0000029a00000136000000fc 0000000000000000000000ce0000009e000000000000000000000119000000000000000000000175 1 13 V1
0.932854039341833 1.54256375239659 0000021b00000198000002a0000002e5000001f4000000f0000001ab0000029a00000136000000fc 000001e000000301000003ac00000179000000f500000097000001d80000006100000177000000f5 1 13 V2
1.37635147880837 1.21658322976529 000002af000003210000024a000003df000002880000021d000002e8000001ba00000275000000e6 000002af000003210000024a000003df000002880000021d000002e8000001ba00000275000000e6 1 13 V3
1.3951018577304 1.16337663150075 000001e5000002aa0000036d000001ad000000670000014f00000256000000180000011b000000c3 000002af000003210000024a000003df000002880000021d000002e8000001ba00000275000000e6 1 13 V4
2.11752205298563 1.09067035330656 000002ea000003e8000003e80000029d000001e5000002360000000000000291000001b2000001d7 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 1 13 V5
0.89038789789255 1.97408867147914 0000000000000000000000ce0000009e000000000000000000000119000000000000000000000175 00000000000001640000000000000068000000000000000000000000000000000000000000000143 1 14 V1
1.26713653477822 1.32157020139519 000001e000000301000003ac00000179000000f500000097000001d80000006100000177000000f5 00000000000001640000000000000068000000000000000000000000000000000000000000000143 1 14 V2
1.37635147880837 1.21658322976529 000002af000003210000024a000003df000002880000021d000002e8000001ba00000275000000e6 00000000000001640000000000000068000000000000000000000000000000000000000000000143 1 14 V3
1.37635147880837 1.21658322976529 000002af000003210000024a000003df000002880000021d000002e8000001ba00000275000000e6 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 1 14 V4
2.18994597674497 0.813572221434553 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 1 14 V5
0 1.40709971281339 00000000000001640000000000000068000000000000000000000000000000000000000000000143 00000000000001640000000000000068000000000000000000000000000000000000000000000143 1 15 V1
0 1.40709971281339 00000000000001640000000000000068000000000000000000000000000000000000000000000143 00000000000001640000000000000068000000000000000000000000000000000000000000000143 1 15 V2
0 1.40709971281339 00000000000001640000000000000068000000000000000000000000000000000000000000000143 000001e5000002aa0000036d000001ad000000670000014f00000256000000180000011b000000c3 1 15 V3
2.18994597674497 0.813572221434553 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 000002780000030f00000313000002b60000019a0000023400000175000000410000031400000248 1 15 V4
2.18994597674497 0.813572221434553 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 1 15 V5
0 1.40709971281339 00000000000001640000000000000068000000000000000000000000000000000000000000000143 00000000000001640000000000000068000000000000000000000000000000000000000000000143 1 16 V1
0 1.40709971281339 00000000000001640000000000000068000000000000000000000000000000000000000000000143 00000000000001640000000000000068000000000000000000000000000000000000000000000143 1 16 V2
1.3951018577304 1.16337663150075 000001e5000002aa0000036d000001ad000000670000014f00000256000000180000011b000000c3 000002af000003210000024a000003df000002880000021d000002e8000001ba00000275000000e6 1 16 V3
1.82744641471786 0.923908793668147 000002780000030f00000313000002b60000019a0000023400000175000000410000031400000248 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 1 16 V4
2.18994597674497 0.813572221434553 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 1 16 V5
0 1.40709971281339 00000000000001640000000000000068000000000000000000000000000000000000000000000143 00000000000001640000000000000068000000000000000000000000000000000000000000000143 1 17 V1
0 1.40709971281339 00000000000001640000000000000068000000000000000000000000000000000000000000000143 00000000000001640000000000000068000000000000000000000000000000000000000000000143 1 17 V2
1.37635147880837 1.21658322976529 000002af000003210000024a000003df000002880000021d000002e8000001ba00000275000000e6 00000000000000000000002400000000000000000000000000000000000000000000000000000127 1 17 V3
2.18994597674497 0.813572221434553 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 1 17 V4
2.18994597674497 0.813572221434553 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 1 17 V5
0 1.40709971281339 00000000000001640000000000000068000000000000000000000000000000000000000000000143 00000000000000e200000000000000ce000000000000000000000000000000f00000000000000096 1 18 V1
0 1.40709971281339 00000000000001640000000000000068000000000000000000000000000000000000000000000143 00000000000000000000002400000000000000000000000000000000000000000000000000000127 1 18 V2
0.748285357486681 1.21121053239783 00000000000000000000002400000000000000000000000000000000000000000000000000000127 000001ad000002de0000033c0000024c000002100000025c0000024f000001800000010b0000003d 1 18 V3
2.18994597674497 0.813572221434553 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 1 18 V4
2.18994597674497 0.813572221434553 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 000003e8000003dd000001ee000003e800000154000003e80000006f000003e8000003e8000003e8 1 18 V5
0 1.70991218368007 00000000000000e200000000000000ce000000000000000000000000000000f00000000000000096 0000000000000000000000b000000000000000000000000000000000000000000000000000000000 1 19 V1
0.748285357486681 1.21121053239783 00000000000000000000002400000000000000000000000000000000000000000000000000000127 0000000000000000000000b000000000000000000000000000000000000000000000000000000000 1 19 V2
1.4418583749729 0.822526553894245 000001ad000002de0000033c0000024c000002100000025c0000024f000001800000010b0000003d 0000000000000000000000b000000000000000000000000000000000000000000000000000000000 1 19 V3
2.18994597674497 0.813572221434553 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 1 19 V4
5.51086421265248 0.0919178786454345 000003e8000003dd000001ee000003e800000154000003e80000006f000003e8000003e8000003e8 000003e8000003e8000003cb000003e80000029b000003e8000000d9000003e8000003e8000003e8 1 19 V5
0.065257833871603 1 0000000000000000000000b000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000146 1 20 V1
0.065257833871603 1 0000000000000000000000b000000000000000000000000000000000000000000000000000000000 0000000000000000000000b000000000000000000000000000000000000000000000000000000000 1 20 V2
0.065257833871603 1 0000000000000000000000b000000000000000000000000000000000000000000000000000000000 0000000000000000000000b000000000000000000000000000000000000000000000000000000000 1 20 V3
2.18994597674497 0.813572221434553 00000230000002ee000003e3000001fc00000082000001730000026b00000000000001a7000000a0 0000000000000000000000b000000000000000000000000000000000000000000000000000000000 1 20 V4
3.91168817580473 0 000003e8000003e8000003cb000003e80000029b000003e8000000d9000003e8000003e8000003e8 000003e8000003e8000003cb000003e80000029b000003e8000000d9000003e8000003e8000003e8 1 20 V5
0 1.18360333503273 00000000000000000000000000000000000000000000000000000000000000000000000000000146 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 21 V1
0.065257833871603 1 0000000000000000000000b000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 21 V2
0.065257833871603 1 0000000000000000000000b000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 21 V3
0.065257833871603 1 0000000000000000000000b000000000000000000000000000000000000000000000000000000000 000003e8000003e8000003e8000003e8000002a3000003e80000037a000003e8000003e8000003e8 1 21 V4
3.91168817580473 0 000003e8000003e8000003cb000003e80000029b000003e8000000d9000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000002a3000003e80000037a000003e8000003e8000003e8 1 21 V5
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 22 V1
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 22 V2
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 22 V3
1.40475630746991 0 000003e8000003e8000003e8000003e8000002a3000003e80000037a000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000002a3000003e80000037a000003e8000003e8000003e8 1 22 V4
1.40475630746991 0 000003e8000003e8000003e8000003e8000002a3000003e80000037a000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000002a3000003e80000037a000003e8000003e8000003e8 1 22 V5
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 23 V1
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 23 V2
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 1 23 V3
1.40475630746991 0 000003e8000003e8000003e8000003e8000002a3000003e80000037a000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000002c9 1 23 V4
1.40475630746991 0 000003e8000003e8000003e8000003e8000002a3000003e80000037a000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000002a3000003e80000037a000003e8000003e8000003e8 1 23 V5
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 24 V1
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 24 V2
0.999890201912587 0.461051179515777 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 1 24 V3
1 0.264806469834979 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000002c9 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000002c9 1 24 V4
1.40475630746991 0 000003e8000003e8000003e8000003e8000002a3000003e80000037a000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 24 V5
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 25 V1
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 25 V2
0.999890201912587 0.461051179515777 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 1 25 V3
1 0.264806469834981 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000002c9 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 25 V4
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 25 V5
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 26 V1
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 26 V2
0.999890201912587 0.461051179515777 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 1 26 V3
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 26 V4
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 26 V5
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 27 V1
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 27 V2
0.999890201912587 0.461051179515777 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 1 27 V3
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 27 V4
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 27 V5
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 28 V1
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 28 V2
0.999890201912587 0.461051179515777 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 1 28 V3
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 28 V4
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 28 V5
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 29 V1
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 29 V2
0.999890201912587 0.461051179515777 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 1 29 V3
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 29 V4
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 29 V5
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 30 V1
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 30 V2
0.999890201912587 0.461051179515777 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 1 30 V3
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 30 V4
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 30 V5
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 31 V1
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 31 V2
0.999890201912587 0.461051179515777 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 1 31 V3
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 31 V4
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 31 V5
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 32 V1
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 32 V2
0.999890201912587 0.461051179515777 000003e8000003a0000003e8000003e8000003e8000003e8000003e8000003e8000003e800000316 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 32 V3
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 32 V4
1 0 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8000003e8 1 32 V5
0 1 00000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000 1 33 V1
